,fullS*forward_rate
A,-4.11209473433
B,-9.51816516603
C,-5.87053161259
D,-5.15777331054
E,4.36838826941
F,-2.37461184448
A_ext,-160.424817354
D_ext,297.632460645
E_ext,-118.914586198
F_ext,4.37173130508
