,fullS*backward_rate
A,-1.02132849724
B,-4.00532735951
C,2.0052023668
D,2.03027299098
E,-0.00032627297613
F,0.706305322772
A_ext,-1.00627254913
D_ext,1.00337117522
E_ext,-1.008480715
F_ext,1.2965835381
