,fullS*net_flux
A,-3.090766237085518
B,-5.512837806515926
C,-7.875733979389786
D,-7.188046301515669
E,4.368714542390791
F,-3.080917167254962
A_ext,-159.41854480470957
D_ext,296.62908947010726
E_ext,-117.90610548300683
F_ext,3.075147766980236
