,Normalized Concentrations
A,0.02215150878770879
B,0.0002131911233079797
C,0.007575023142387226
D,0.0003277981279807659
E,0.008967201027131642
F,5.842914736341892e-05
A_ext,0.48034862083585167
D_ext,4.803486208358507e-06
E_ext,0.48034862083585167
F_ext,4.803486208358507e-06
