,fullS*net_probabilities
A,-0.0130522764107
B,-0.0207447733949
C,0.00518287228866
D,-0.816277737742
E,-0.00489366863476
F,0.00157372023003
A_ext,-0.0126407871342
D_ext,0.890323176256
E_ext,-0.0297792669346
F_ext,0.000308741476525
