,Backward Entropy Production
R_1,6.29855535502e-05
R_2,1.60024586509e-06
R_3,0.00395789169606
R_4,0.000752452593165
R_5,2.90170439262e-06
R_6,0.0463545422202
R_7,2.24829382405e-06
R_8,0.0001129482074
R_9,0.0025432398895
