,Entropy
A,0.000849118465263
B,1.50694972829e-11
C,0.00629970228469
D,3.19673048793e-10
E,6.46554032046e-08
F,1.89598229703e-16
A_ext,0.112554235095
D_ext,2.12130651994e-13
E_ext,0.25339802504
F_ext,6.22376127449e-16
