,Normalized Concentrations
A,0.0114125546419
B,1.22015732968e-05
C,0.064310361513
D,9.83600526519e-05
E,0.000413543075182
F,2.82380274447e-06
A_ext,0.461874441368
D_ext,4.61870982853e-06
E_ext,0.46186647661
F_ext,4.61865329865e-06
