,log Q_r
R_1,-3.7005790484
R_2,-6.84090441062
R_3,1.72900672773
R_4,0.650942921929
R_5,-7.01826943544
R_6,7.10643070367
R_7,-6.48284128788
R_8,-3.05851934445
R_9,0.492018701303
