,Entropy of Concentrations
A,0.0510488276262
B,0.000138047937195
C,0.176469851821
D,0.000907555990024
E,0.00322181024848
F,3.60809308616e-05
A_ext,0.35678054561
D_ext,5.67426753256e-05
E_ext,0.356782357825
F_ext,5.67420373633e-05
