,Forward probabilities
R_1,0.00840457483272
R_2,0.438266758919
R_3,8.30091227186e-05
R_4,0.000545443533822
R_5,0.232174851891
R_6,4.31288231872e-06
R_7,0.304923338758
R_8,0.00444120073628
R_9,0.000137856771181
