,Backward probabilities
R_1,7.4241553614e-06
R_2,1.11670424306e-05
R_3,2.21227385286e-05
R_4,1.12593730011e-05
R_5,1.12536619721e-05
R_6,0.000921333520273
R_7,2.19054738558e-05
R_8,4.47850334594e-06
R_9,0.000909284941743
