,fullS*net_flux
A,-0.0442233655244
B,-0.130060227572
C,-0.0307914498119
D,-0.0437956324085
E,0.0531363504391
F,-0.0271746307088
A_ext,-158.774792371
D_ext,263.212590821
E_ext,-104.739955056
F_ext,0.525065562421
