,fullS*net_probabilities
A,-5.2131188e-05
B,-0.000153317010012
C,-3.62974377888e-05
D,-5.16269695802e-05
E,6.26379526191e-05
F,-3.20338754301e-05
A_ext,-0.187166183591
D_ext,0.310279077436
E_ext,-0.123469080732
F_ext,0.000618955414684
