,fullS*backward_rate
A,-1.02194204773
B,-3.5632296974
C,1.78175999388
D,2.03388631816
E,-4.84471834294e-06
F,0.0102209198143
A_ext,-1.00629797917
D_ext,1.00379915552
E_ext,-1.0095465848
F_ext,1.77135476645
