,Thermodynamic driving force
R_1,12.577436578
R_2,13.9616632461
R_3,7.38140242272
R_4,12.2344126286
R_5,12.0054915616
R_6,1.42398216782
R_7,8.206278632
R_8,13.6337541361
R_9,1.00816884556
