,Forward probabilities
R_1,0.187173607746
R_2,0.12443813589
R_3,0.0628134686701
R_4,0.123417702152
R_5,0.123480334394
R_6,0.00150825505953
R_7,0.0634364703824
R_8,0.310283555939
R_9,0.00152824035643
