,Forward rate
R_1,159.78109035
R_2,106.562013446
R_3,54.285242317
R_4,105.696370135
R_5,105.749501641
R_6,2.27946661798
R_7,54.8137403909
R_8,264.216389976
R_9,2.29642032887
