,Forward likelihoods
R_1,158.78109035
R_2,105.562013446
R_3,53.285242317
R_4,104.696370135
R_5,104.749501641
R_6,1.27946661798
R_7,53.8137403909
R_8,263.216389976
R_9,1.29642032887
