,Entropy of Concentrations
A,0.0265625017499
B,0.000407381529639
C,0.00427267230262
D,0.000466656652557
E,0.00979841211833
F,0.00040675363107
A_ext,0.177391272571
D_ext,2.95981356418e-06
E_ext,0.316396190691
F_ext,0.000281718815774
