,Backward rate
R_1,1.00629797917
R_2,1.00947310465
R_3,1.01876692226
R_4,1.00955142952
R_5,1.0095465848
R_6,1.78157568627
R_7,1.01858261464
R_8,1.00379915552
R_9,1.77135476645
