,fullS*forward_rate
A,-1.06616541325
B,-3.69328992497
C,1.75096854407
D,1.99009068575
E,0.0531315057208
F,-0.0169537108944
A_ext,-159.78109035
D_ext,264.216389976
E_ext,-105.749501641
F_ext,2.29642032887
