,Normalized Concentrations
A,0.00501650462762
B,4.02538822334e-05
C,0.000572295040673
D,4.68087063985e-05
E,0.00150817825211
F,4.01850424595e-05
A_ext,0.801444623303
D_ext,1.91335450973e-07
E_ext,0.191304202599
F_ext,2.67572102691e-05
