,Reaction Entropy Production
R_1,0.313738001361
R_2,0.259449761277
R_3,0.174078792903
R_4,0.258340430272
R_5,0.258408760745
R_6,0.0162386685888
R_7,0.175174809823
R_8,0.363170292813
R_9,0.0162761456198
