,Backward likelihoods
R_1,0.00629797917242
R_2,0.0094731046458
R_3,0.0187669222568
R_4,0.00955142951667
R_5,0.00954658479832
R_6,0.781575686266
R_7,0.0185826146396
R_8,0.00379915551646
R_9,0.771354766451
