,Forward rate
R_1,213.544363839
R_2,208.388137756
R_3,6.0631036877
R_4,201.880045834
R_5,201.808857516
R_6,4.39528704087
R_7,9.3421798426
R_8,411.144564744
R_9,4.42118601138
