,Backward Entropy Production
R_1,4.69109589715e-05
R_2,4.79827767424e-05
R_3,0.00138015664331
R_4,4.94106354278e-05
R_5,4.94267431009e-05
R_6,0.00196417754009
R_7,0.000885430809478
R_8,2.55893286531e-05
R_9,0.00195108116467
