,Forward likelihoods
R_1,212.544363839
R_2,207.388137756
R_3,5.0631036877
R_4,200.880045834
R_5,200.808857516
R_6,3.39528704087
R_7,8.3421798426
R_8,410.144564744
R_9,3.42118601138
