,Total Entropy Production
R_1,1.64534037344
R_2,1.64534037344
R_3,1.64534037344
R_4,1.64534037344
R_5,1.64534037344
R_6,1.64534037344
R_7,1.64534037344
R_8,1.64534037344
R_9,1.64534037344
