,Forward likelihoods
R_1,1.00000001073
R_2,1.00000000147
R_3,1.00002270145
R_4,0.999999999992
R_5,1.00000001052
R_6,1.00000000039
R_7,1.0000003711
R_8,0.393211377029
R_9,1.00000001154
