,Net flux
R_1,2.00121665001
R_2,0.389042109251
R_3,0.96380736072
R_4,-1.93929299712e-05
R_5,0.0266716401093
R_6,0.690409421921
R_7,0.146953856398
R_8,-1.48238875894
R_9,0.483366690576
