,Forward Entropy Production
R_1,0.155314041002
R_2,0.155314040053
R_3,0.155316366915
R_4,0.155314039902
R_5,0.155314040981
R_6,0.155314039942
R_7,0.155314077942
R_8,0.0804533452297
R_9,0.155314041086
