,Normalized absolute activities
A,0.0107113785755
B,1.57694493412e-05
C,0.131518860557
D,0.00162428005406
E,0.0221560289783
F,1.39500085209e-17
A_ext,0.733204629403
D_ext,5.48902439064e-15
E_ext,0.100769052982
F_ext,1.45041639442e-17
