,fullS*net_flux
A,0.648367180038
B,-0.991757341661
C,1.50726292624
D,1.62930382948
E,0.0266910330392
F,0.207042731345
A_ext,-2.00121665001
D_ext,-1.48238875894
E_ext,-0.0266716401093
F_ext,0.483366690576
