,Entropy
A,0.0485916192457
B,0.00017436967804
C,0.266799819614
D,0.0104322482431
E,0.0844066189951
F,5.41414499896e-16
A_ext,0.2275357219
D_ext,1.80237746847e-13
E_ext,0.231257316589
F_ext,5.62356835354e-16
