,Concentrations
A,0.000180503921786
B,2.91369205922e-05
C,0.00111231284733
D,0.00042344904877
E,0.000542253084138
F,1.00869245282e-08
A_ext,0.000992820589998
D_ext,9.98581372812e-09
E_ext,0.000999010084182
F_ext,1.02466879297e-08
