,logQ - logK
R_1,-1.70479746811
R_2,-2.63053757038
R_3,1.01165308353
R_4,0.815545069018
R_5,-0.611032035515
R_6,-7.55349549743
R_7,-1.77255476015
R_8,-10.6550230174
R_9,0.0157145405999
