,Normalized Concentrations
A,0.0421785751844
B,0.00680846035742
C,0.259915522032
D,0.0989478641991
E,0.126708950432
F,2.35702415983e-06
A_ext,0.231993618119
D_ext,2.33339747381e-06
E_ext,0.233439924899
F_ext,2.39435627193e-06
