,Backward rate
R_1,186563469.85
R_2,264894437.436
R_3,42455.764512
R_4,2544593.56359
R_5,2536311.1176
R_6,1783248047.0
R_7,395999.725439
R_8,2.44300684426
R_9,41888351.585
