,Forward probabilities
R_1,0.0528084243984
R_2,0.0528084239095
R_3,0.0528096226597
R_4,0.0528084238316
R_5,0.0528084243873
R_6,0.0528084238524
R_7,0.0528084434289
R_8,0.0207648730537
R_9,0.0528084244413
