,Forward probabilities
R_1,0.1870888819
R_2,0.174846779168
R_3,0.0128048212089
R_4,0.124423962668
R_5,0.124423962668
R_6,0.0255009297904
R_7,0.0376549487707
R_8,0.286222215438
R_9,0.0255009297904
