,Net flux
R_1,69.8497326124
R_2,65.2771983305
R_3,4.57253428198
R_4,46.4417488712
R_5,46.4417488712
R_6,9.41772472653
R_7,13.9902590111
R_8,106.873756753
R_9,9.41772472653
