,Microscopic Reaction Entropy Production Net Flux
R_1,21.931617148
R_2,19.9304360693
R_3,0.274332972614
R_4,12.0688014796
R_5,12.0688014796
R_6,0.902813574151
R_7,1.75036187654
R_8,38.295608337
R_9,0.902813574151
