,Forward probabilities
R_1,0.169640046358
R_2,0.165524658794
R_3,0.00404106290463
R_4,0.160330293743
R_5,0.160273475536
R_6,0.00270991260652
R_7,0.00665822301596
R_8,0.3273525664
R_9,0.00273058359717
