,fullS*backward_rate
A,-1.1976242885
B,-2.58920803549
C,1.3721604751
D,2.12739077114
E,1.76477387348e-06
F,0.00222961212634
A_ext,-1.00470490011
D_ext,1.0024381647
E_ext,-1.00497986001
F_ext,1.29229629628
