,Thermodynamic driving force
R_1,10.663459079
R_2,12.1336561534
R_3,3.92509853414
R_4,9.88939981302
R_5,7.87970291046
R_6,3.21047046503
R_7,6.69455136481
R_8,11.2569288612
R_9,4.32389452252
