,Normalized absolute activities
A,2.05951861514e-05
B,1.10709734432e-10
C,4.06552922577e-07
D,5.03164938319e-10
E,4.50969012187e-05
F,1.2160877768e-15
A_ext,0.880738857948
D_ext,6.49962474233e-15
E_ext,0.119195042798
F_ext,1.61109589776e-17
