,Normalized Concentrations
A,0.00768746394971
B,0.000304560673676
C,0.00244823692666
D,0.000543508597718
E,0.00969501822957
F,1.66480111013e-05
A_ext,0.489647385332
D_ext,4.89647385332e-06
E_ext,0.489647385332
F_ext,4.89647385332e-06
