,Entropy
A,0.000309486057951
B,2.7443797198e-08
C,3.59508111351e-06
D,1.60408227832e-08
E,8.46218670766e-05
F,1.19262307115e-14
A_ext,0.111826324765
D_ext,2.12329425151e-13
E_ext,0.253531054504
F_ext,6.22980585285e-16
