,Reaction Entropy Production
R_1,0.307788583844
R_2,0.292733611199
R_3,0.0806226588638
R_4,0.276946781532
R_5,0.276946781532
R_6,0.0501784110175
R_7,0.103143807945
R_8,0.363496474748
R_9,0.0501784110175
