,Forward probabilities
R_1,0.17817065432
R_2,0.158840819181
R_3,0.0197500489458
R_4,0.141191839272
R_5,0.141191839272
R_6,0.00952484630012
R_7,0.0282943963621
R_8,0.310958217445
R_9,0.00952484630012
