,fullS*backward_rate
A,-1.14375738549
B,-2.59043987966
C,1.3369517177
D,2.12968343166
E,0.0
F,0.0
A_ext,-1.01572327044
D_ext,1.00900900901
E_ext,-1.01984126984
F_ext,1.29411764706
