,fullS*net_likelihood
A,-0.0062426145057
B,0.0904398796556
C,0.0130482823001
D,-0.229683431664
E,0.0
F,0.0
A_ext,-63.5842767296
D_ext,110.990990991
E_ext,-50.3801587302
F_ext,3.10588235294
