,Macroscopic Reaction Entropy Production Net Flux
R_1,34.1617599365
R_2,32.4907936033
R_3,8.94838880362
R_4,30.738597734
R_5,30.738597734
R_6,5.56935156519
R_7,11.4480334584
R_8,40.344833954
R_9,5.56935156519
