,fullS*net_probabilities
A,-1.74882187287e-05
B,0.000253360574447
C,3.6553789232e-05
D,-0.000643440995377
E,0.0
F,0.0
A_ext,-0.178126606751
D_ext,0.310932979379
E_ext,-0.141136255435
F_ext,0.00870089765824
