,Entropy of Concentrations
A,0.0374238378291
B,0.00246591820416
C,0.0147197482019
D,0.00408580687813
E,0.0449474919662
F,0.000183181725414
A_ext,0.349642395189
D_ext,5.98691624663e-05
E_ext,0.349642395189
F_ext,5.98691624663e-05
