,Backward probabilities
R_1,4.40475689055e-05
R_2,4.94078550686e-05
R_3,0.000397365302467
R_4,5.55838369522e-05
R_5,5.55838369522e-05
R_6,0.000823948641879
R_7,0.000277368849741
R_8,2.5238066508e-05
R_9,0.000823948641879
