,Backward likelihoods
R_1,0.0157232704403
R_2,0.0176366843034
R_3,0.141843971631
R_4,0.0198412698413
R_5,0.0198412698413
R_6,0.294117647059
R_7,0.0990099009901
R_8,0.00900900900901
R_9,0.294117647059
