,Backward rate
R_1,1.01572327044
R_2,1.0176366843
R_3,1.14184397163
R_4,1.01984126984
R_5,1.01984126984
R_6,1.29411764706
R_7,1.09900990099
R_8,1.00900900901
R_9,1.29411764706
