,log Q_r
R_1,-4.24628867401
R_2,-3.37505816229
R_3,-0.766771977564
R_4,-2.23456100618
R_5,-3.8481420918
R_6,0.971949909038
R_7,-1.83896431557
R_8,-4.66090049783
R_9,-2.25524235297
