,Normalized absolute activities
A,2.36221841518e-05
B,7.43281999178e-10
C,4.77778586156e-07
D,6.77351759181e-10
E,8.57777204349e-06
F,4.31641352313e-15
A_ext,0.880768294273
D_ext,6.49984197479e-15
E_ext,0.119199026571
F_ext,1.6111497443e-17
