,Entropy of Concentrations
A,0.034751568438
B,0.00199797781554
C,0.0186373448394
D,0.00391427813432
E,0.0475944029861
F,0.0004653461036
A_ext,0.349756189666
D_ext,5.98244159587e-05
E_ext,0.349756189666
F_ext,5.98244159587e-05
