,Backward rate
R_1,1.01406441439
R_2,1.0150440164
R_3,1.20670616274
R_4,1.0210024061
R_5,1.02100253202
R_6,1.1048536582
R_7,1.0707482855
R_8,1.00915258523
R_9,1.10485093659
