,Forward probabilities
R_1,0.186778252489
R_2,0.1746160514
R_3,0.0127085071235
R_4,0.125077418738
R_5,0.125076668837
R_6,0.0250532674458
R_7,0.0371306063923
R_8,0.287014725922
R_9,0.0250539177536
